"利用日","利用者","利用区分","利用内容","新規利用額","今回請求額","支払回数","現地通貨額","通貨","為替相場","備考""2016/2/1","V5006","１回払い","デイエムエムドツトコム","1,622","1,622","","","","",""
"2016/2/2","V5006","１回払い","大戸屋ごはん処　六本木一丁目店","898","898","","","","",""
"2016/2/2","V5006","１回払い","森ビル関連施設","1,100","1,100","","","","",""
"2016/2/3","V5006","１回払い","福島屋　六本木店","1,080","1,080","","","","",""
"2016/2/3","V5006","１回払い","森ビル関連施設","980","980","","","","",""
"2016/2/4","V5006","１回払い","森ビル関連施設","980","980","","","","",""
"2016/2/4","V5006","１回払い","森ビル関連施設","1,200","1,200","","","","",""
"2016/2/4","V5006","１回払い","東京ガス","6,883","6,883","","","","",""
"2016/2/5","V5006","１回払い","ダイナック","1,600","1,600","","","","",""
"2016/2/6","V5006","１回払い","ＡＮＡ　インターネット　国際航","134,540","134,540","","","","",""
"2016/2/6","V5006","１回払い","ららぽ−と新三郷","1,920","1,920","","","","",""
"2016/2/6","V5006","１回払い","ららぽ−と新三郷","3,078","3,078","","","","",""
"2016/2/6","V5006","１回払い","ニッポンレンタカー","5,872","5,872","","","","",""
"2016/2/6","V5006","１回払い","昭和シェル石油","1,150","1,150","","","","",""
"2016/2/7","V5006","１回払い","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","5,587","5,587","","","","",""
"2016/2/7","V5006","１回払い","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","3,180","3,180","","","","",""
"2016/2/8","V5006","１回払い","VIAGOGO EVENT TICKET         GENEVA","116,163","116,163","","871.83","EUR","133.241",""
"2016/2/8","V5006","１回払い","PAYPAL *SKYPE                35314369001","1,500","1,500","","1,500","JPY","1",""
"2016/2/8","V5006","１回払い","三徳　住吉店","924","924","","","","",""
"2016/2/9","V5006","１回払い","森ビル関連施設","1,280","1,280","","","","",""
"2016/2/9","V5006","１回払い","塚田農場　上野店","9,094","9,094","","","","",""
"2016/2/9","V5006","１回払い","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","2,703","2,703","","","","",""
"2016/2/10","V5006","１回払い","森ビル関連施設","1,100","1,100","","","","",""
"2016/2/12","V5006","１回払い","三徳　河田店","1,631","1,631","","","","",""
"2016/2/12","V5006","１回払い","Ａｍａｚｏｎプライム年会費","3,900","3,900","","","","",""
"2016/2/13","V5006","１回払い","ＡＭＡＺＯＮ．ＣＯ．ＪＰ","465","465","","","","",""
"2016/2/14","V5006","１回払い","カラファテ","22,572","22,572","","","","",""
