日付,方法,カテゴリ,ジャンル,支払元,入金先,商品,メモ,場所,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2016-03-01,payment,住まい,家賃,銀行,-,,,-,（プレミアム会員で表示）,0,155000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-01,payment,食費,昼ご飯,-,-,,,トラットリア・イタリア,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-01,payment,食費,晩ご飯,-,-,,,杵屋,（プレミアム会員で表示）,0,1080,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-01,payment,美容・衣服,洋服,-,-,,,ZARA,（プレミアム会員で表示）,0,6000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-02,payment,食費,食料品,-,-,,,満,（プレミアム会員で表示）,0,1170,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-02,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,4615,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-02,payment,食費,カフェ,-,-,,,スタバ,（プレミアム会員で表示）,0,410,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-02,payment,食費,昼ご飯,-,-,,,水内庵,（プレミアム会員で表示）,0,900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-02,payment,エンタメ,レジャー,-,-,,,合気道,（プレミアム会員で表示）,0,10800,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-03,payment,食費,昼ご飯,-,-,,,アークサウスタワー笑壺,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-03,payment,食費,カフェ,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,313,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-03,payment,交際費,飲み会,-,-,,林くん,-,（プレミアム会員で表示）,0,10000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-03,payment,美容・衣服,コスメ,-,-,,ママバター,シンシアガーデン,（プレミアム会員で表示）,0,2555,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-03,payment,美容・衣服,美容院,-,-,,"Plus Lounge",明治神宮前,（プレミアム会員で表示）,0,4480,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-04,payment,食費,昼ご飯,-,-,,,アークヒルズカフェ,（プレミアム会員で表示）,0,10000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-04,payment,食費,晩ご飯,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,699,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-04,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,1661,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-04,payment,食費,カフェ,-,-,,,タリーズ,（プレミアム会員で表示）,0,690,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-04,payment,水道・光熱,ガス料金,-,-,,,東京ガス,（プレミアム会員で表示）,0,6045,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-04,payment,食費,カフェ,-,-,,,スタバ,（プレミアム会員で表示）,0,410,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-04,payment,食費,昼ご飯,-,-,,法子,-,（プレミアム会員で表示）,0,1740,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-04,payment,美容・衣服,アクセサリー・小物,-,-,,,ユザワヤ,（プレミアム会員で表示）,0,401,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-04,payment,美容・衣服,洋服,-,-,,,ユニクロ,（プレミアム会員で表示）,0,3225,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-05,payment,食費,昼ご飯,-,-,,,Solasio,（プレミアム会員で表示）,0,5700,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-05,payment,エンタメ,レジャー,-,-,,,浜離宮恩賜庭園,（プレミアム会員で表示）,0,600,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-05,payment,食費,カフェ,-,-,,,スタバ,（プレミアム会員で表示）,0,453,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-05,payment,食費,昼ご飯,-,-,,,おむすび権兵衛,（プレミアム会員で表示）,0,610,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-05,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,6318,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-06,payment,エンタメ,レジャー,-,-,,,曙橋ボルダリング,（プレミアム会員で表示）,0,1700,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-06,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,3379,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-06,payment,食費,食料品,-,-,,,イトーヨーカドー,（プレミアム会員で表示）,0,4961,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-07,payment,食費,昼ご飯,-,-,,,アークヒルズカフェ,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-07,payment,食費,晩ご飯,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,699,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-08,payment,食費,昼ご飯,-,-,,御茶ノ水,cafe104.5,（プレミアム会員で表示）,0,1320,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-08,payment,食費,晩ご飯,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,842,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-08,payment,食費,食料品,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,308,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-08,payment,水道・光熱,電気料金,-,-,,,-,（プレミアム会員で表示）,0,21280,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-08,payment,医療・保険,病院代,-,-,,,新宿はま歯科,（プレミアム会員で表示）,0,140,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-08,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,3818,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-09,payment,食費,昼ご飯,-,-,,,アークヒルズカフェ,（プレミアム会員で表示）,0,1280,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-09,payment,食費,晩ご飯,-,-,,,水内庵,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-09,payment,医療・保険,薬代,-,-,,,ココカラファイン,（プレミアム会員で表示）,0,2036,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-09,payment,食費,カフェ,-,-,,,-,（プレミアム会員で表示）,0,630,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-10,payment,医療・保険,病院代,-,-,,,新宿はま歯科,（プレミアム会員で表示）,0,1730,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-10,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,5944,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-10,payment,食費,昼ご飯,-,-,,,cafe104.5,（プレミアム会員で表示）,0,1223,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-10,payment,食費,晩ご飯,-,-,,,"Soup Stock Tokyo",（プレミアム会員で表示）,0,980,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-10,payment,食費,晩ご飯,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,2194,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-11,payment,美容・衣服,洋服,-,-,,,ユニクロ,（プレミアム会員で表示）,0,5235,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-12,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,2633,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-12,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,3973,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-12,payment,美容・衣服,その他,-,-,,理央用布,ユザワヤ,（プレミアム会員で表示）,0,8601,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-12,payment,日用雑貨,消耗品,-,-,,,"Natural Kitchen",（プレミアム会員で表示）,0,1296,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-13,payment,食費,昼ご飯,-,-,,,"Carne Vino",（プレミアム会員で表示）,0,7000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-13,payment,食費,食料品,-,-,,,MARUSHO,（プレミアム会員で表示）,0,1125,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-13,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,528,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-13,payment,交際費,プレゼント,-,-,,,伊勢丹デパ地下,（プレミアム会員で表示）,0,1814,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-14,payment,医療・保険,病院代,-,-,,,新宿はま歯科,（プレミアム会員で表示）,0,1480,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-14,payment,食費,昼ご飯,-,-,,,アークヒルズカフェ,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-14,payment,食費,晩ご飯,-,-,,,"Soup Stock Tokyo",（プレミアム会員で表示）,0,980,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-14,payment,エンタメ,書籍,-,-,,絵本,ヨドバシカメラ,（プレミアム会員で表示）,0,648,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-14,payment,食費,食料品,-,-,,,山さき,（プレミアム会員で表示）,0,610,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-15,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,2756,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-15,payment,食費,晩ご飯,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,1059,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-15,payment,美容・衣服,コスメ,-,-,,,-,（プレミアム会員で表示）,0,286,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-15,payment,医療・保険,薬代,-,-,,,ココカラファイン,（プレミアム会員で表示）,0,1669,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-15,payment,食費,食料品,-,-,,,満,（プレミアム会員で表示）,0,780,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-16,payment,食費,昼ご飯,-,-,,,過門香,（プレミアム会員で表示）,0,1350,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-16,payment,食費,カフェ,-,-,,,スタバ,（プレミアム会員で表示）,0,410,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-16,payment,食費,晩ご飯,-,-,,,"NAGANO BAKERY",（プレミアム会員で表示）,0,620,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-16,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,4185,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-16,payment,日用雑貨,消耗品,-,-,,,ココカラファイン,（プレミアム会員で表示）,0,321,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-17,payment,医療・保険,病院代,-,-,,,新宿はま歯科,（プレミアム会員で表示）,0,1540,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-17,payment,食費,昼ご飯,-,-,,,アークヒルズカフェ,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-17,payment,食費,晩ご飯,-,-,,,水内庵,（プレミアム会員で表示）,0,1500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-17,payment,食費,昼ご飯,-,-,,,"Bistro W",（プレミアム会員で表示）,0,4384,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-17,payment,食費,食料品,-,-,,,らぽっぽ,（プレミアム会員で表示）,0,531,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-17,payment,日用雑貨,子ども関連,-,-,,,ユザワヤ,（プレミアム会員で表示）,0,1803,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-17,payment,日用雑貨,消耗品,-,-,,,ユニクロ,（プレミアム会員で表示）,0,1065,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-18,payment,医療・保険,病院代,-,-,,,新宿はま歯科,（プレミアム会員で表示）,0,2020,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-18,payment,美容・衣服,洋服,-,-,,理央,ユニクロ,（プレミアム会員で表示）,0,1715,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-18,payment,食費,カフェ,-,-,,,スタバ,（プレミアム会員で表示）,0,540,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-18,payment,美容・衣服,その他,-,-,,,ユザワヤ,（プレミアム会員で表示）,0,2058,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-18,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,2160,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-18,payment,食費,昼ご飯,-,-,,,麦めしいとう,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-18,payment,食費,晩ご飯,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,1218,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-18,payment,美容・衣服,その他,-,-,,,雑貨屋,（プレミアム会員で表示）,0,3350,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-18,payment,美容・衣服,洋服,-,-,,,ZARA,（プレミアム会員で表示）,0,2990,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-19,payment,美容・衣服,美容院,-,-,,,明治神宮前,（プレミアム会員で表示）,0,6480,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-19,payment,食費,昼ご飯,-,-,,,"Cafe Vogue Ruby",（プレミアム会員で表示）,0,1650,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-19,payment,食費,晩ご飯,-,-,,,みのる食堂,（プレミアム会員で表示）,0,5378,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-19,payment,食費,食料品,-,-,,,JOHAN,（プレミアム会員で表示）,0,464,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-19,payment,交際費,プレゼント,-,-,,瑠美おばさん,銀座三越,（プレミアム会員で表示）,0,1296,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-20,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,3545,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-21,payment,食費,カフェ,-,-,,,タリーズ,（プレミアム会員で表示）,0,880,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-21,payment,食費,昼ご飯,-,-,,,コリーナ・ピッコラ,（プレミアム会員で表示）,0,2800,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-21,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,3117,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-21,payment,日用雑貨,子ども関連,-,-,,,マルミヤワールド,（プレミアム会員で表示）,0,2780,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-22,payment,食費,食料品,-,-,,,満,（プレミアム会員で表示）,0,550,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-22,payment,食費,食料品,-,-,,,満,（プレミアム会員で表示）,0,210,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-22,payment,食費,昼ご飯,-,-,,,アークヒルズカフェ,（プレミアム会員で表示）,0,1280,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-03-22,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,3207,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
