日付,方法,カテゴリ,ジャンル,支払元,入金先,商品,メモ,場所,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2016-04-13,payment,日用雑貨,消耗品,-,-,,,ユザワヤ,（プレミアム会員で表示）,0,3564,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-13,payment,美容・衣服,アクセサリー・小物,-,-,,ハンカチ,-,（プレミアム会員で表示）,0,1080,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-14,payment,医療・保険,病院代,-,-,,,新宿はま歯科,（プレミアム会員で表示）,0,1340,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-14,payment,食費,昼ご飯,-,-,,,アークヒルズ　出店,（プレミアム会員で表示）,0,850,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-14,payment,食費,晩ご飯,-,-,,,モスバーガー,（プレミアム会員で表示）,0,1350,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-14,payment,エンタメ,レジャー,-,-,,,曙橋ボルダリング,（プレミアム会員で表示）,0,1200,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-14,payment,食費,食料品,-,-,,,曙橋八百屋,（プレミアム会員で表示）,0,1207,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-14,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,3707,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-14,payment,食費,カフェ,-,-,,法子　パンケーキ　銀座,-,（プレミアム会員で表示）,0,3466,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-15,payment,食費,カフェ,-,-,,,スタバ,（プレミアム会員で表示）,0,410,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-15,payment,食費,昼ご飯,-,-,,,アークヒルズカフェ,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-15,payment,食費,晩ご飯,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,1517,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-15,payment,食費,カフェ,-,-,,,タリーズ,（プレミアム会員で表示）,0,690,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-15,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,725,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-15,payment,美容・衣服,洋服,-,-,,,"h & m",（プレミアム会員で表示）,0,3696,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-15,payment,交際費,プレゼント,-,-,,,伊勢丹,（プレミアム会員で表示）,0,3888,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-15,payment,日用雑貨,消耗品,-,-,,,DAISO,（プレミアム会員で表示）,0,432,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-16,payment,クルマ,駐車場,-,-,,代々木公園,-,（プレミアム会員で表示）,0,2000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-16,payment,食費,昼ご飯,-,-,,代々木八幡　洋食,-,（プレミアム会員で表示）,0,3000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-16,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,5662,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-16,payment,食費,食料品,-,-,,代々木八幡　パン,365日,（プレミアム会員で表示）,0,1890,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-17,payment,食費,カフェ,-,-,,,PEARL,（プレミアム会員で表示）,0,1900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-17,payment,日用雑貨,消耗品,-,-,,,イトーヨーカドー,（プレミアム会員で表示）,0,1750,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-18,payment,食費,昼ご飯,-,-,,,アークサウスタワー笑壺,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-18,payment,食費,カフェ,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,313,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-18,payment,食費,晩ご飯,-,-,,,"Soup Stock Tokyo",（プレミアム会員で表示）,0,980,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-18,payment,食費,カフェ,-,-,,,タリーズ,（プレミアム会員で表示）,0,340,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-18,payment,食費,昼ご飯,-,-,,法子,-,（プレミアム会員で表示）,0,950,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-18,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,874,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-18,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,2259,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-19,payment,食費,昼ご飯,-,-,,,アークヒルズカフェ,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-19,payment,食費,晩ご飯,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,1456,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-19,payment,食費,カフェ,-,-,,,タリーズ,（プレミアム会員で表示）,0,360,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-19,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,1373,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-19,payment,食費,昼ご飯,-,-,,,マルイカフェ,（プレミアム会員で表示）,0,1582,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-20,payment,食費,昼ご飯,-,-,,溜池,-,（プレミアム会員で表示）,0,1100,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-20,payment,食費,カフェ,-,-,,,スタバ,（プレミアム会員で表示）,0,410,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-20,payment,食費,晩ご飯,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,1121,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-20,payment,食費,カフェ,-,-,,,タリーズ,（プレミアム会員で表示）,0,320,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-20,payment,日用雑貨,消耗品,-,-,,,ダイソー,（プレミアム会員で表示）,0,216,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-21,payment,食費,カフェ,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,313,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-21,payment,食費,晩ご飯,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,928,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-21,payment,食費,昼ご飯,-,-,,,アークヒルズ　出店,（プレミアム会員で表示）,0,750,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-21,payment,食費,昼ご飯,-,-,,,するりうどん,（プレミアム会員で表示）,0,1200,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-21,payment,食費,食料品,-,-,,ボリビア会用　レジャーシート等,Amazon,（プレミアム会員で表示）,0,3939,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-22,payment,食費,カフェ,-,-,,,スタバ,（プレミアム会員で表示）,0,410,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-22,payment,食費,昼ご飯,-,-,,泉ガーデン　インド,-,（プレミアム会員で表示）,0,1200,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-22,payment,食費,晩ご飯,-,-,,無料,"Soup Stock Tokyo",（プレミアム会員で表示）,0,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-22,payment,日用雑貨,消耗品,-,-,,,ダイソー,（プレミアム会員で表示）,0,108,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-22,payment,食費,食料品,-,-,,,Maruetsu,（プレミアム会員で表示）,0,1425,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-22,payment,食費,カフェ,-,-,,,ベローチェ,（プレミアム会員で表示）,0,388,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-23,payment,交通,タクシー,-,-,,,-,（プレミアム会員で表示）,0,2484,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-23,payment,エンタメ,レジャー,-,-,,ケイタリング等、収支合計,-,（プレミアム会員で表示）,0,10000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-23,payment,エンタメ,レジャー,-,-,,ボリビア会二次会,-,（プレミアム会員で表示）,0,6000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-23,payment,食費,晩ご飯,-,-,,法子,-,（プレミアム会員で表示）,0,880,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-24,payment,食費,カフェ,-,-,,,エクセルシオール,（プレミアム会員で表示）,0,340,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-24,payment,食費,昼ご飯,-,-,,熊本義援金,-,（プレミアム会員で表示）,0,2000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-24,payment,食費,昼ご飯,-,-,,,モスバーガー,（プレミアム会員で表示）,0,330,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-24,payment,食費,朝ご飯,-,-,,,コンビニ,（プレミアム会員で表示）,0,250,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-24,payment,エンタメ,レジャー,-,-,,,Safecast,（プレミアム会員で表示）,0,55000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-24,payment,食費,カフェ,-,-,,渋谷,-,（プレミアム会員で表示）,0,450,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-24,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,5184,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-24,payment,食費,食料品,-,-,,,oisix,（プレミアム会員で表示）,0,6536,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-25,income,給与所得,-,-,銀行,,,-,（プレミアム会員で表示）,500000,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-25,payment,食費,カフェ,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-25,payment,食費,昼ご飯,-,-,,,アークヒルズカフェ,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-25,payment,食費,晩ご飯,-,-,,,水内庵,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-25,payment,食費,昼ご飯,-,-,,,オセロ,（プレミアム会員で表示）,0,1100,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-25,payment,食費,カフェ,-,-,,,タリーズ,（プレミアム会員で表示）,0,320,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-26,payment,食費,カフェ,-,-,,,スタバ,（プレミアム会員で表示）,0,410,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-26,payment,食費,昼ご飯,-,-,,,アリバブ,（プレミアム会員で表示）,0,1290,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-26,payment,食費,晩ご飯,-,-,,,"The3rd Burger",（プレミアム会員で表示）,0,843,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-26,payment,食費,カフェ,-,-,,,ベローチェ,（プレミアム会員で表示）,0,240,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-26,payment,食費,昼ご飯,-,-,,,pronto,（プレミアム会員で表示）,0,890,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-26,payment,日用雑貨,消耗品,-,-,,,Seria,（プレミアム会員で表示）,0,540,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-27,payment,食費,カフェ,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,313,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-27,payment,食費,昼ご飯,-,-,,,アークサウスタワー笑壺,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-27,payment,食費,晩ご飯,-,-,,,麦めしいとう,（プレミアム会員で表示）,0,950,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-27,payment,食費,食料品,-,-,,,Santoku,（プレミアム会員で表示）,0,2543,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-27,payment,食費,カフェ,-,-,,,スタバ,（プレミアム会員で表示）,0,260,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-27,payment,食費,食料品,-,-,,,Maruetsu,（プレミアム会員で表示）,0,1030,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-27,payment,食費,カフェ,-,-,,,スタバ,（プレミアム会員で表示）,0,1230,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-27,payment,食費,昼ご飯,-,-,,,するりうどん,（プレミアム会員で表示）,0,1380,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-28,payment,食費,カフェ,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-28,payment,食費,昼ご飯,-,-,,,童童,（プレミアム会員で表示）,0,950,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-28,payment,食費,食料品,-,-,,,FUKUSHIMAYA,（プレミアム会員で表示）,0,723,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-28,payment,食費,その他,-,-,,ケーキ,FUKUSHIMAYA,（プレミアム会員で表示）,0,1296,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-28,payment,食費,晩ご飯,-,-,,,麦めしいとう,（プレミアム会員で表示）,0,1050,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-28,payment,食費,昼ご飯,-,-,,,無印良品,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-28,payment,日用雑貨,消耗品,-,-,,,無印良品,（プレミアム会員で表示）,0,1435,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-29,payment,食費,昼ご飯,-,-,,,モスバーガー,（プレミアム会員で表示）,0,1860,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-29,payment,教育・教養,学費,-,-,,一時保育,富久町保育園,（プレミアム会員で表示）,0,16100,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-29,payment,教育・教養,学費,-,-,,,いるま保育園,（プレミアム会員で表示）,0,43400,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-29,payment,食費,食料品,-,-,,,ライフ,（プレミアム会員で表示）,0,4240,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-29,payment,エンタメ,レジャー,-,-,,MicroSD,ヨドバシカメラ,（プレミアム会員で表示）,0,385,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-29,payment,日用雑貨,消耗品,-,-,,,Amazon,（プレミアム会員で表示）,0,853,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-30,payment,食費,昼ご飯,-,-,,,新丸ビル,（プレミアム会員で表示）,0,6372,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-30,payment,食費,カフェ,-,-,,,新丸ビル,（プレミアム会員で表示）,0,330,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-30,payment,エンタメ,書籍,-,-,,,丸善,（プレミアム会員で表示）,0,4806,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-30,payment,クルマ,駐車場,-,-,,,新丸ビル,（プレミアム会員で表示）,0,600,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-30,payment,教育・教養,その他,-,-,,文具,丸善,（プレミアム会員で表示）,0,486,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-30,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,972,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-04-30,payment,医療・保険,その他,-,-,,生理用品,-,（プレミアム会員で表示）,0,762,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2016-05-01,payment,住まい,家賃,銀行,-,,,-,（プレミアム会員で表示）,0,155000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
